created_at,source,original_text,clean_text,sentiment,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place
Sat Jun 19 01:39:34 +0000 2021,Twitter for iPhone,RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,RT @shawajason Liars You tried to load off your expired vaccines Just another war crime by Israel httpstcoTI0vK8DQLw,neutral,0.0,0.0,en,573,458,mbadrulamin_,846,706,False, ,@shawajason,Not provided
Sat Jun 19 01:39:46 +0000 2021,Twitter for iPhone,RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,RT @shawajason Liars You tried to load off your expired vaccines Just another war crime by Israel httpstcoTI0vK8DQLw,neutral,0.0,0.0,en,573,460,bumilangit,28077,4605,False, ,@shawajason,Malaysia
Sat Jun 19 01:40:03 +0000 2021,Twitter for iPhone,RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,RT @shawajason Liars You tried to load off your expired vaccines Just another war crime by Israel httpstcoTI0vK8DQLw,neutral,0.0,0.0,en,574,461,girinvibe,257,228,False, ,@shawajason,NI
Sat Jun 19 01:40:05 +0000 2021,Twitter for iPhone,RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,RT @shawajason Liars You tried to load off your expired vaccines Just another war crime by Israel httpstcoTI0vK8DQLw,neutral,0.0,0.0,en,574,462,tracygunn64,252,439,False, ,@shawajason,essex
Sat Jun 19 01:40:09 +0000 2021,Twitter Web App,Thank you for all the #COVIDVaccination questions to #askCUexperts! @CUHKMedicine,Thank you for all the #COVIDVaccination questions to #askCUexperts @CUHKMedicine,neutral,0.0,0.0,en,0,0,wonglaihung,1135,1121,unknown,#covidvaccination #askcuexperts,@cuhkmedicine,Hong Kong
Sat Jun 19 01:40:12 +0000 2021,Twitter for iPhone,RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,RT @shawajason Liars You tried to load off your expired vaccines Just another war crime by Israel httpstcoTI0vK8DQLw,neutral,0.0,0.0,en,575,463,ZharfanZamkhuri,843,2699,False, ,@shawajason,Selangor Malaysia
Sat Jun 19 01:40:42 +0000 2021,Twitter for iPhone,RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,RT @shawajason Liars You tried to load off your expired vaccines Just another war crime by Israel httpstcoTI0vK8DQLw,neutral,0.0,0.0,en,575,465,afifghjkl,527,249,False, ,@shawajason,Not provided
Sat Jun 19 01:41:08 +0000 2021,Twitter for iPhone,"204,344 #COVID19 vaccines have been administered so far today in Ontario. 84% are 2nd doses.

These are huge vaccine days. The pace of vaccination (per capita) is up there with the fastest in the world. 

Way to go, Ontario.

Kenojuak Ashevak's Iqalutsiavak (Beautiful Fish) https://t.co/xO2WleW4j2","204,344 #COVID19 vaccines have been administered so far today in Ontario 84 are 2nd doses These are huge vaccine days The pace of vaccination per capita is up there with the fastest in the world Way to go, Ontario Kenojuak Ashevaks Iqalutsiavak Beautiful Fish httpstcoxO2WleW4j2",positive,0.3375,0.725,en,1248,110,JeffWoznow,782,4777,False,#covid19, ,Ottawa ON Canada
Sat Jun 19 01:41:12 +0000 2021,Twitter Web App,@katewallistweet @NightShiftMD There is provision for ‘international’ vaccination - anything approved by WHO (which includes AZ). The CDC hid the details in the small print with an *. This tweet ⬇️⬇️ shows the text listing the international vaccines. To your question: I think no. Just indicate Yes and date. https://t.co/65tklNAr5M,@katewallistweet @NightShiftMD There is provision for international’ vaccination anything approved by WHO which includes AZ The CDC hid the details in the small print with an This tweet shows the text listing the international vaccines To your question I think no Just indicate Yes and date httpstco65tklNAr5M,negative,-0.08333333333333333,0.13333333333333333,en,3,2,JeanMcC71980059,272,1203,False, ,@katewallistweet @nightshiftmd,Not provided
Sat Jun 19 01:42:00 +0000 2021,Twitter for Android,"204,344 #COVID19 vaccines have been administered so far today in Ontario. 84% are 2nd doses.

These are huge vaccine days. The pace of vaccination (per capita) is up there with the fastest in the world. 

Way to go, Ontario.

Kenojuak Ashevak's Iqalutsiavak (Beautiful Fish) https://t.co/xO2WleW4j2","204,344 #COVID19 vaccines have been administered so far today in Ontario 84 are 2nd doses These are huge vaccine days The pace of vaccination per capita is up there with the fastest in the world Way to go, Ontario Kenojuak Ashevaks Iqalutsiavak Beautiful Fish httpstcoxO2WleW4j2",positive,0.3375,0.725,en,1255,111,lfc71,120,532,False,#covid19, ,GTA Canada
Sat Jun 19 01:42:15 +0000 2021,Twitter for Android,"I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today Remember, there are 3 easy ways to find a #COVID19 vaccine near you Search httpstcod2PDWIps8o Text your ZIP code to 438829 Call 18002320233 httpstcoAMmcMmCtiP",positive,0.5083333333333333,0.7833333333333333,en,973,311,phendricks71,5286,5249,False,#wecandothis #covid19, ,Not provided
Sat Jun 19 01:42:20 +0000 2021,Twitter for Android,"As of June 17th, T&amp;T has administered 201,313 doses of a WHO-approved #COVID19 vaccine. The country has approximately 56% of available stock remaining.

In Tobago, that number is lower at 15% (June 17th) with 3,000 Sinopharm doses arriving on Monday.

https://t.co/9NsIhQXxpU https://t.co/cVGwSlnmxl","As of June 17th, TampT has administered 201,313 doses of a WHOapproved #COVID19 vaccine The country has approximately 56 of available stock remaining In Tobago, that number is lower at 15 June 17th with 3,000 Sinopharm doses arriving on Monday httpstco9NsIhQXxpU httpstcocVGwSlnmxl",neutral,0.0,0.5,en,154,40,isha_fernandez,1056,706,False,#covid19, ,Not provided
Sat Jun 19 01:42:30 +0000 2021,Twitter for iPhone,Don’t pass up any opportunity to be fully vaccinated. Another example of how #covid19 vaccines save lives.… https://t.co/GQMiRKy16e,Don’t pass up any opportunity to be fully vaccinated Another example of how #covid19 vaccines save lives httpstcoGQMiRKy16e,neutral,0.0,0.0,en,0,0,urbanworkbench,951,1418,unknown,#covid19, ,Revelstoke BC
Sat Jun 19 01:42:42 +0000 2021,Vaccine finder,"Pin Code:[411006] 
Sahyadri Super Sp Nagarrd PMCP
Vaccines: COVISHIELD,
Min Age Limit: [18],
Dose1 Capacity: 1,
Dos… https://t.co/ieec4ld3ZX","Pin Code411006 Sahyadri Super Sp Nagarrd PMCP Vaccines COVISHIELD, Min Age Limit 18, Dose1 Capacity 1, Dos httpstcoieec4ld3ZX",negative,-0.20833333333333334,0.8333333333333333,en,0,0,PuneUpdater,88,0,unknown, , ,Not provided
Sat Jun 19 01:42:42 +0000 2021,Vaccine finder,"Pin Code:[411027] 
District Hospital Aundh
Vaccines: COVAXIN,
Min Age Limit: [45,18],
Dose1 Capacity: 0,
Dose2 Capa… https://t.co/tnjqOwAYSR","Pin Code411027 District Hospital Aundh Vaccines COVAXIN, Min Age Limit 45,18, Dose1 Capacity 0, Dose2 Capa httpstcotnjqOwAYSR",negative,-0.75,1.0,en,0,0,PuneUpdater,88,0,unknown, , ,Not provided
Sat Jun 19 01:42:42 +0000 2021,Vaccine finder,"Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 790,0,… https://t.co/Hwv1wKRL6u","Pin Code411038 BSMDeenanath Hosp Pvt PMC Vaccines COVISHIELD, Min Age Limit 18,45, Dose1 Capacity 790,0, httpstcoHwv1wKRL6u",negative,-0.75,1.0,en,0,0,PuneUpdater,88,0,unknown, , ,Not provided
Sat Jun 19 01:42:45 +0000 2021,Twitter for Android,"204,344 #COVID19 vaccines have been administered so far today in Ontario. 84% are 2nd doses.

These are huge vaccine days. The pace of vaccination (per capita) is up there with the fastest in the world. 

Way to go, Ontario.

Kenojuak Ashevak's Iqalutsiavak (Beautiful Fish) https://t.co/xO2WleW4j2","204,344 #COVID19 vaccines have been administered so far today in Ontario 84 are 2nd doses These are huge vaccine days The pace of vaccination per capita is up there with the fastest in the world Way to go, Ontario Kenojuak Ashevaks Iqalutsiavak Beautiful Fish httpstcoxO2WleW4j2",positive,0.3375,0.725,en,1263,113,haseebvirk,987,1493,False,#covid19, ,Canada
Sat Jun 19 01:43:04 +0000 2021,Twitter for iPhone,"204,344 #COVID19 vaccines have been administered so far today in Ontario. 84% are 2nd doses.

These are huge vaccine days. The pace of vaccination (per capita) is up there with the fastest in the world. 

Way to go, Ontario.

Kenojuak Ashevak's Iqalutsiavak (Beautiful Fish) https://t.co/xO2WleW4j2","204,344 #COVID19 vaccines have been administered so far today in Ontario 84 are 2nd doses These are huge vaccine days The pace of vaccination per capita is up there with the fastest in the world Way to go, Ontario Kenojuak Ashevaks Iqalutsiavak Beautiful Fish httpstcoxO2WleW4j2",positive,0.3375,0.725,en,1264,114,WMEM7912,15,73,False,#covid19, ,Not provided
Sat Jun 19 01:43:05 +0000 2021,Twitter for iPhone,"#COVID19 🇺🇬 | ❝To accelerate vaccination campaigns in Africa, donations of doses are essential (...)This French contribution to @GovUganda via COVAX is part of #TeamEurope’s broader effort to support this initiative❞🌍

➖@JaAniambossou 🇫🇷

@EUinUG @eu_eeas @MinofHealthUG https://t.co/jn3LQtg2Ce","#COVID19 To accelerate vaccination campaigns in Africa, donations of doses are essential This French contribution to @GovUganda via COVAX is part of #TeamEurope’s broader effort to support this initiative @JaAniambossou @EUinUG @eu_eeas @MinofHealthUG httpstcojn3LQtg2Ce",neutral,0.0,0.15,en,30,13,DrArnoldE,176,584,False,#covid19 #teameurope,@govuganda @jaaniambossou @euinug @eu_eeas @minofhealthug,earth
Sat Jun 19 01:43:59 +0000 2021,Twitter for iPhone,"#Chumakov: A number of the #LDCs received 🇷🇺 assistance to struggle the pandemic. The primary consignments of the #COVID19 vaccines have been shipped to #Angola, #Guinea and #Djibouti. We intend to significantly expand deliveries of the vaccines. @mfa_russia","#Chumakov A number of the #LDCs received assistance to struggle the pandemic The primary consignments of the #COVID19 vaccines have been shipped to #Angola, #Guinea and #Djibouti We intend to significantly expand deliveries of the vaccines @mfa_russia",positive,0.3875,0.6875,en,2,3,notfarmerwife,417,262,unknown,#chumakov #ldcs #covid19 #angola #guinea #djibouti,@mfa_russia,Not provided
Sat Jun 19 01:44:06 +0000 2021,Twitter for Android,"🚨Africa is ""in the midst of a full-blown third wave"" of coronavirus, the head of @WHOAFRO has warned

Cases have risen across the continent by more than 20% and deaths have also risen by 15% in the last week

@jriggers reports ~ 🧵
https://t.co/CRDhqPHFWM","Africa is in the midst of a fullblown third wave of coronavirus, the head of @WHOAFRO has warned Cases have risen across the continent by more than 20 and deaths have also risen by 15 in the last week @jriggers reports httpstcoCRDhqPHFWM",positive,0.16666666666666666,0.18888888888888888,en,619,691,Sassnsass,1814,4967,False, ,@whoafro @jriggers,California USA
Sat Jun 19 01:44:09 +0000 2021,Twitter for iPhone,"204,344 #COVID19 vaccines have been administered so far today in Ontario. 84% are 2nd doses.

These are huge vaccine days. The pace of vaccination (per capita) is up there with the fastest in the world. 

Way to go, Ontario.

Kenojuak Ashevak's Iqalutsiavak (Beautiful Fish) https://t.co/xO2WleW4j2","204,344 #COVID19 vaccines have been administered so far today in Ontario 84 are 2nd doses These are huge vaccine days The pace of vaccination per capita is up there with the fastest in the world Way to go, Ontario Kenojuak Ashevaks Iqalutsiavak Beautiful Fish httpstcoxO2WleW4j2",positive,0.3375,0.725,en,1275,115,PaulHoward_IMIT,2177,5002,False,#covid19, ,Ottawa Ontario
Sat Jun 19 01:44:18 +0000 2021,Twitter for iPad,@katewallistweet @NightShiftMD There is provision for ‘international’ vaccination - anything approved by WHO (which includes AZ). The CDC hid the details in the small print with an *. This tweet ⬇️⬇️ shows the text listing the international vaccines. To your question: I think no. Just indicate Yes and date.,@katewallistweet @NightShiftMD There is provision for international’ vaccination anything approved by WHO which includes AZ The CDC hid the details in the small print with an This tweet shows the text listing the international vaccines To your question I think no Just indicate Yes and date,negative,-0.08333333333333333,0.13333333333333333,en,4,3,dmecredy,22,121,unknown, ,@katewallistweet @nightshiftmd,Not provided
Sat Jun 19 01:44:19 +0000 2021,Twitter for Android,"Is your organization prepared for vaccine administration? Check out our blog post, 3 Ways to Successfully Incorporate COVID Vaccines Into Your Patient Workflow:
https://t.co/vjIBVs9qXu
#COVID19 #Vaccine https://t.co/y8I1daEudh","Is your organization prepared for vaccine administration Check out our blog post, 3 Ways to Successfully Incorporate COVID Vaccines Into Your Patient Workflow httpstcovjIBVs9qXu #COVID19 #Vaccine httpstcoy8I1daEudh",positive,0.75,0.95,en,3,3,LorenaParada7,27,189,False,#covid19 #vaccine, ,Not provided
Sat Jun 19 01:44:30 +0000 2021,Twitter for iPhone,"@BretWeinstein, I assuredly don't think you should be silenced, but I also think you're wrong. Would you consider it seriously if I made a careful, reasoned counter-argument to the arguments you advance about Covid19 vaccines and the significance of Ivermectin?","@BretWeinstein, I assuredly dont think you should be silenced, but I also think youre wrong Would you consider it seriously if I made a careful, reasoned counterargument to the arguments you advance about Covid19 vaccines and the significance of Ivermectin",negative,-0.31111111111111106,0.8555555555555555,en,19,2,alphonzo20,45,659,unknown, ,@bretweinstein,United States
Sat Jun 19 01:44:32 +0000 2021,Twitter for Android,"#Vandalurzoo 
#Lion #Covid_19 
The Lion safari Is of the Best in Vandaloor Zoo for Kids in Chennai-Tamilnadu
Covid-… https://t.co/kqlUG5NAcD",#Vandalurzoo #Lion #Covid_19 The Lion safari Is of the Best in Vandaloor Zoo for Kids in ChennaiTamilnadu Covid httpstcokqlUG5NAcD,positive,1.0,0.3,en,0,0,AsgharkhanR,48,120,unknown,#vandalurzoo #lion #covid_19, ,TamilNadu Nationalist Muslim
Sat Jun 19 01:44:39 +0000 2021,Twitter for iPhone,RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,RT @shawajason Liars You tried to load off your expired vaccines Just another war crime by Israel httpstcoTI0vK8DQLw,neutral,0.0,0.0,en,580,468,adlihanis,940,473,False, ,@shawajason,Not provided
Sat Jun 19 01:45:00 +0000 2021,Twitter Web App,#China sustained the #COVID19 #vaccines supply to the #Philippines with the delivery of an additional batch of… https://t.co/LoXLNnDfsG,#China sustained the #COVID19 #vaccines supply to the #Philippines with the delivery of an additional batch of httpstcoLoXLNnDfsG,neutral,0.0,0.0,en,0,0,CE_ChinaEconomy,2859,146,unknown,#china #covid19 #vaccines #philippines, ,Beijing
Sat Jun 19 01:45:05 +0000 2021,Twitter for Android,RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,RT @shawajason Liars You tried to load off your expired vaccines Just another war crime by Israel httpstcoTI0vK8DQLw,neutral,0.0,0.0,en,580,469,fyfyfyqa,134,317,False, ,@shawajason,bedroom
Sat Jun 19 01:45:30 +0000 2021,Twitter for iPhone,"We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our over-stretched health workers.
World, we need each other! 

Oxygen failure kills 30 Covid patients at Mulago  https://t.co/o1K0IUGf6Z via @DailyMonitor","We are dying Ugandans need the world to stand with them We need oxygen, PPEs, #COVID19 vaccines and money to pay our overstretched health workers World, we need each other Oxygen failure kills 30 Covid patients at Mulago httpstcoo1K0IUGf6Z via @DailyMonitor",negative,-0.23645833333333335,0.3375,en,982,557,msz_0,8,32,False,#covid19,@dailymonitor,Not provided
